Time;Xpos;Ypos;Zpos;Roll;Pitch;Yaw
J0:19:15:00:073;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:00:466;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:00:866;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:01:266;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:01:659;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:02:045;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:02:445;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:02:838;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:03:232;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:03:631;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:04:025;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:04:424;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:04:818;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:05:217;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:05:611;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:06:010;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:06:404;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:06:803;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:07:203;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:07:603;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:08:003;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:08:409;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:08:802;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:09:202;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:09:602;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:10:001;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:10:408;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:10:801;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:11:201;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:11:601;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:12:000;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:12:407;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:12:793;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:13:193;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:13:593;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:13:993;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:14:032;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:14:432;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:14:838;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:15:225;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:15:618;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:16:018;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:16:404;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:16:804;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:17:204;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:17:604;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:17:997;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:18:390;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:18:790;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:19:190;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:19:583;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:19:983;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:20:382;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:20:782;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:21:182;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:21:575;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:21:981;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:22:375;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:22:774;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:23:174;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:23:567;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:23:961;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:24:360;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:24:760;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:25:153;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:25:553;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:25:946;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:26:346;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:26:739;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:27:139;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:27:532;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:27:932;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
J0:19:15:28:338;37891.0;-84427.0;-53621.0;0.0;0.0;89.999954
