Time;Xpos;Ypos;Zpos;Roll;Pitch;Yaw
J0:19:15:00:073;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:00:466;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:00:866;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:01:266;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:01:659;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:02:045;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:02:445;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:02:838;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:03:232;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:03:631;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:04:025;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:04:424;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:04:818;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:05:217;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:05:611;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:06:010;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:06:404;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:06:803;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:07:203;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:07:603;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:08:003;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:08:409;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:08:802;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:09:202;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:09:602;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:10:001;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:10:408;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:10:801;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:11:201;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:11:601;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:12:000;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:12:407;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:12:793;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:13:193;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:13:593;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:13:993;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:14:032;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:14:432;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:14:838;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:15:225;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:15:618;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:16:018;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:16:404;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:16:804;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:17:204;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:17:604;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:17:997;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:18:390;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:18:790;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:19:190;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:19:583;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:19:983;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:20:382;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:20:782;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:21:182;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:21:575;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
