Time;Xpos;Ypos;Zpos;Roll;Pitch;Yaw
J0:19:15:00:040;44736.0;-76646.0;-53649.0;0.0;0.0;-179.999969
J0:19:15:00:440;44736.0;-76646.0;-53649.0;0.0;0.0;-179.999969
J0:19:15:00:846;44736.0;-76646.0;-53649.0;0.0;0.0;-179.999969
J0:19:15:01:239;44736.0;-76646.0;-53649.0;0.0;0.0;-179.999969
J0:19:15:01:639;44736.0;-76646.0;-53649.0;0.0;0.0;-179.999969
J0:19:15:02:039;44736.0;-76646.0;-53649.0;0.0;0.0;-179.999969
J0:19:15:02:439;44736.0;-76646.0;-53649.0;0.0;0.0;-179.999969
J0:19:15:02:845;44736.0;-76646.0;-53649.0;0.0;0.0;-179.999969
J0:19:15:03:245;44736.0;-76646.0;-53649.0;0.0;0.0;-179.999969
J0:19:15:03:638;44736.0;-76646.0;-53649.0;0.0;0.0;-179.999969
J0:19:15:04:038;44736.0;-76646.0;-53649.0;0.0;0.0;-179.999969
J0:19:15:04:437;44736.0;-76646.0;-53649.0;0.0;0.0;-179.999969
J0:19:15:04:844;44736.0;-76646.0;-53649.0;0.0;0.0;-179.999969
J0:19:15:05:244;44736.0;-76646.0;-53649.0;0.0;0.0;-179.999969
J0:19:15:05:643;44736.0;-76646.0;-53649.0;0.0;0.0;-179.999969
J0:19:15:06:037;44736.0;-76646.0;-53649.0;0.0;0.0;-179.999969
J0:19:15:06:436;44736.0;-76646.0;-53649.0;0.0;0.0;-179.999969
J0:19:15:06:843;44736.0;-76646.0;-53649.0;0.0;0.0;-179.999969
J0:19:15:07:242;44736.0;-76646.0;-53649.0;0.0;0.0;-179.999969
J0:19:15:07:642;44736.0;-76646.0;-53649.0;0.0;0.0;-179.999969
J0:19:15:08:035;44736.0;-76646.0;-53649.0;0.0;0.0;-179.999969
J0:19:15:08:435;44736.0;-76646.0;-53649.0;0.0;0.0;-179.999969
J0:19:15:08:841;44736.0;-76646.0;-53649.0;0.0;0.0;-179.999969
J0:19:15:09:241;44736.0;-76646.0;-53649.0;0.0;0.0;-179.999969
J0:19:15:09:641;44736.0;-76646.0;-53649.0;0.0;0.0;-179.999969
J0:19:15:10:041;44736.0;-76646.0;-53649.0;0.0;0.0;-179.999969
J0:19:15:10:434;44736.0;-76646.0;-53649.0;0.0;0.0;-179.999969
J0:19:15:10:840;44736.0;-76646.0;-53649.0;0.0;0.0;-179.999969
J0:19:15:11:240;44736.0;-76646.0;-53649.0;0.0;0.0;-179.999969
J0:19:15:11:640;44736.0;-76646.0;-53649.0;0.0;0.0;-179.999969
J0:19:15:12:040;44736.0;-76646.0;-53649.0;0.0;0.0;-179.999969
J0:19:15:12:439;44736.0;-76646.0;-53649.0;0.0;0.0;-179.999969
J0:19:15:12:846;44736.0;-76646.0;-53649.0;0.0;0.0;-179.999969
J0:19:15:13:239;44736.0;-76646.0;-53649.0;0.0;0.0;-179.999969
J0:19:15:13:639;44736.0;-76646.0;-53649.0;0.0;0.0;-179.999969
J0:19:15:14:038;44736.0;-76646.0;-53649.0;0.0;0.0;-179.999969
J0:19:15:14:438;44736.0;-76646.0;-53649.0;0.0;0.0;-179.999969
J0:19:15:14:845;44736.0;-76646.0;-53649.0;0.0;0.0;-179.999969
J0:19:15:15:244;44736.0;-76646.0;-53649.0;0.0;0.0;-179.999969
J0:19:15:15:638;44736.0;-76646.0;-53649.0;0.0;0.0;-179.999969
J0:19:15:16:037;44736.0;-76646.0;-53649.0;0.0;0.0;-179.999969
J0:19:15:16:437;44736.0;-76646.0;-53649.0;0.0;0.0;-179.999969
J0:19:15:16:843;44736.0;-76646.0;-53649.0;0.0;0.0;-179.999969
J0:19:15:17:243;44736.0;-76646.0;-53649.0;0.0;0.0;-179.999969
J0:19:15:17:643;44736.0;-76646.0;-53649.0;0.0;0.0;-179.999969
J0:19:15:18:036;44736.0;-76646.0;-53649.0;0.0;0.0;-179.999969
J0:19:15:18:436;44736.0;-76646.0;-53649.0;0.0;0.0;-179.999969
J0:19:15:18:842;44736.0;-76646.0;-53649.0;0.0;0.0;-179.999969
J0:19:15:19:242;44736.0;-76646.0;-53649.0;0.0;0.0;-179.999969
J0:19:15:19:642;44736.0;-76646.0;-53649.0;0.0;0.0;-179.999969
J0:19:15:20:042;44736.0;-76646.0;-53649.0;0.0;0.0;-179.999969
J0:19:15:20:435;44736.0;-76646.0;-53649.0;0.0;0.0;-179.999969
J0:19:15:20:841;44736.0;-76646.0;-53649.0;0.0;0.0;-179.999969
J0:19:15:21:241;44736.0;-76646.0;-53649.0;0.0;0.0;-179.999969
J0:19:15:21:641;44736.0;-76646.0;-53649.0;0.0;0.0;-179.999969
J0:19:15:22:040;44736.0;-76646.0;-53649.0;0.0;0.0;-179.999969
J0:19:15:22:440;44736.0;-76646.0;-53649.0;0.0;0.0;-179.999969
J0:19:15:22:840;44736.0;-76646.0;-53649.0;0.0;0.0;-179.999969
