Time;Xpos;Ypos;Zpos;Roll;Pitch;Yaw
J0:19:15:00:073;33442.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:00:466;33442.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:00:866;33442.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:01:266;33442.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:01:659;33442.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:02:045;33442.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:02:445;33442.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:02:838;33442.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:03:232;33442.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:03:631;33442.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:04:025;33442.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:04:424;33442.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:04:818;33442.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:05:217;33442.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:05:611;33442.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:06:010;33442.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:06:404;33442.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:06:803;33442.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:07:203;33442.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:07:603;33442.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:08:003;33442.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:08:409;33442.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:08:802;33442.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:09:202;33442.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:09:602;33442.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:10:001;33442.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:10:408;33442.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:10:801;33442.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:11:201;33442.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:11:601;33442.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:12:000;33442.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:12:407;33442.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:12:793;33442.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:13:193;33442.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:13:593;33442.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:13:993;33442.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:14:032;33442.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:14:432;33442.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:14:838;33442.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:15:225;33442.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:15:618;33442.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:16:018;33442.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:16:404;33442.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:16:804;33442.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:17:204;33442.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:17:604;33442.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:17:997;33442.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:18:390;33442.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:18:790;33442.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:19:190;33442.0;-76290.0;-53546.0;0.0;0.0;0.0
