Time;Xpos;Ypos;Zpos;Roll;Pitch;Yaw
J0:19:15:00:040;33402.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:00:440;33402.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:00:846;33402.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:01:239;33402.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:01:639;33402.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:02:039;33402.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:02:439;33402.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:02:845;33402.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:03:245;33402.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:03:638;33402.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:04:038;33402.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:04:437;33402.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:04:844;33402.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:05:244;33402.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:05:643;33402.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:06:037;33402.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:06:436;33402.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:06:843;33402.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:07:242;33402.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:07:642;33402.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:08:035;33402.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:08:435;33402.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:08:841;33402.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:09:241;33402.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:09:641;33402.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:10:041;33402.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:10:434;33402.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:10:840;33402.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:11:240;33402.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:11:640;33402.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:12:040;33402.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:12:439;33402.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:12:846;33402.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:13:239;33402.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:13:639;33402.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:14:038;33402.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:14:438;33402.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:14:845;33402.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:15:244;33402.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:15:638;33402.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:16:037;33402.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:16:437;33402.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:16:843;33402.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:17:243;33402.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:17:643;33402.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:18:036;33402.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:18:436;33402.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:18:842;33402.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:19:242;33402.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:19:642;33402.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:20:042;33402.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:20:435;33402.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:20:841;33402.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:21:241;33402.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:21:641;33402.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:22:040;33402.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:22:440;33402.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:22:840;33402.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:23:240;33402.0;-76290.0;-53546.0;0.0;0.0;0.0
J0:19:15:23:640;33402.0;-76290.0;-53546.0;0.0;0.0;0.0
