Time;Xpos;Ypos;Zpos;Roll;Pitch;Yaw
J0:19:15:00:040;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:00:440;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:00:846;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:01:239;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:01:639;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:02:039;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:02:439;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:02:845;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:03:245;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:03:638;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:04:038;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:04:437;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:04:844;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:05:244;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:05:643;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:06:037;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:06:436;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:06:843;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:07:242;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:07:642;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:08:035;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:08:435;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:08:841;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:09:241;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
J0:19:15:09:641;36513.0;-77971.0;-53780.0;0.0;0.0;0.0
